id,id-new,genreNo,favorite,songName_text,songDetail_text,songSubtitle_text,starMax,combinedTier,combinedTierUra,clearTier,dfcTier,clearTierUra,dfcTierUra,date,debut,source,volume,replaygain,order,starEasy,starNormal,starHard,starMania,starUra,shinutiEasy,shinutiNormal,shinutiHard,shinutiMania,shinutiUra,shinutiEasyDuet,shinutiNormalDuet,shinutiHardDuet,shinutiManiaDuet,shinutiUraDuet,scoreEasy,scoreNormal,scoreHard,scoreMania,scoreUra,branchEasy,branchNormal,branchHard,branchMania,branchUra,songName_font,songDetail_font,songSubtitle_font,previewPos,fumenOffsetPos,tjaFileHash,areFilesGZipped,uniqueId,songFileName
mgwrt4,exmgw4,7,False,Shunyuu ～happy excursion～,,Xun Hun-wei,8,0.0,0.0,,,,,2010-09-08,AC14,Nijiiro,1.0,-7.9,2239,4,5,6,7,8,5520,4660,2290,1750,1430,5520,4660,2290,1750,1430,1000500,1001680,1003530,1003100,1003100,False,False,False,False,False,1,1,1,17424,20,0,False,458,song_mgwrt4
swtlay,,7,False,Sweet Lay,,Hiroto Sasaki feat. Kyah,8,0.0,0.0,,,,,2010-07-01,DS3,iOS,1.0,-8.32,2240,4,5,6,8,0,7290,5470,2670,1680,0,7290,5470,2670,1680,0,1000840,1000270,1002880,1004640,0,False,False,False,False,False,1,1,1,56830,0,0,False,1580,song_swtlay
tontwi,,7,False,TAIKO-TONGUE-TWISTER,,"Cory Tarrow(BNSI) feat. M.Polak, Avigail D., L.Munoz and Bryan D.",8,0.0,0.0,,,,,2023-06-08,NS2,NS2,0.71,-3.57,2241,5,6,7,8,0,5260,2760,1870,1310,0,5260,2770,1870,1310,0,1001040,1000000,1005120,1002650,0,False,False,False,False,False,1,1,1,9923,0,0,False,2120,song_tontwi
tabetm,,7,False,Tabetemo Tabetemo,,☆syoji☆ feat. Honoka♡Erika,8,0.0,0.0,,,,,2018-07-19,NS1,Nijiiro,1.0,-6.62,2242,3,6,7,8,0,7150,4710,2790,1990,0,7150,4710,2790,1990,0,1000500,1001900,1001550,1000340,0,False,False,False,False,False,1,1,1,46054,20,0,False,679,song_tabetm
kaiden,,7,False,Taiko Ranbu Kaiden,,Yuji Masubuchi(BNSI),8,0.0,0.0,,,,,2007-07-26,DS1,Nijiiro,1.0,-6.31,2243,4,5,7,8,0,6360,4700,2270,1570,0,6350,4700,2270,1570,0,1001460,1001300,1000620,1004830,0,False,False,False,False,False,1,1,1,4895,20,0,False,363,song_kaiden
xb1_kokoo,kokoo,7,False,Taiko-zamurai,,Yuji Masubuchi(BNSI),8,0.0,0.0,,,,,2002-03-15,AC3,XB1,1.0,0.0,2244,5,7,8,8,8,5610,3730,1930,1730,1560,500,500,500,500,500,1000780,1002140,1003270,1005130,1002360,False,False,False,False,False,1,1,1,17807,0,0,False,1,song_xb1_kokoo
ypp,exypp,7,False,Taiyo mo Yapapa,,Yuri Misumi,8,0.0,0.0,,,,,2001-02-21,AC1,NS1,1.0,-4.6,2245,4,5,5,4,8,6950,4330,2880,2770,1820,6950,4330,2880,2780,1820,1001400,1000930,1003040,1000970,1001580,False,False,False,False,False,1,1,1,28274,0,0,False,1033,song_ypp
ping,,7,False,Takkyu de Dakkyu,,Kinta,8,0.0,0.0,,,,,2006-12-07,CS7,3DS2,1.0,-5.85,2246,4,7,8,8,0,6040,3860,2170,1610,0,6040,3860,2170,1620,0,1000200,1001840,1000370,1001310,0,False,False,False,False,False,1,1,1,54258,0,0,False,1605,song_ping
mgwrt5,exmgw5,7,False,Tanhou ～Blooming～,,Xun Hun-wei,8,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-7.43,2247,3,5,6,7,8,7280,4820,2760,2230,1700,7280,4820,2760,2230,1690,1000880,1000500,1003260,1000650,1005300,False,False,False,False,False,1,1,1,58716,20,0,False,459,song_mgwrt5
magdrm,,7,False,The Magician’s Dream,,Toru Kawai (yakitori),8,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-7.31,2248,4,6,7,8,0,6340,4500,2170,1380,0,6340,4500,2170,1380,0,1001540,1000500,1003230,1000320,0,False,False,False,False,False,1,1,1,7532,20,0,False,429,song_magdrm
blackm,,7,False,Tokoyami no Mori,,Keigo Hoashi feat. Nami Nakagawa,8,0.0,0.0,,,,,2009-12-17,AC13,Wii5,1.0,-7.77,2249,4,4,7,8,0,7860,5530,2570,1910,0,7490,5310,2530,1880,0,1000560,1001170,1003260,1004430,0,False,False,False,False,False,1,1,1,28790,0,0,False,1494,song_blackm
tksoda,,7,False,Tokyo Soda 8Bit Edit,,Hige DriVAN,8,0.0,0.0,,,,,2014-11-18,AC0 Kimidori,Nijiiro,1.0,-7.33,2250,4,5,7,8,0,5440,3750,1920,1340,0,5440,3750,1920,1340,0,1000120,1000950,1004800,1001100,0,False,False,False,False,False,1,1,1,57602,20,0,False,727,song_tksoda
tokkyo,,7,False,Tokyo Tokkyo-kyo Kyokakyoku Kyokuchou!!,,MOES feat. Erika Kaiho,8,0.0,0.0,,,,,2013-12-11,AC0 Momoiro,Nijiiro,1.0,-7.13,2251,3,4,6,8,0,5480,3660,1530,1190,0,5480,3660,1530,1190,0,1000580,1001560,1004390,1006600,0,False,False,False,False,False,1,1,1,80412,20,0,False,731,song_tokkyo
kaiki,,7,False,Total Eclipse 2035,～Total Solar Eclipse of Space/Time Girl～,Mitsuhiro Kaneda feat. Kaori Aihara,8,0.0,0.0,,,,,2009-12-17,AC13,Nijiiro,1.0,-5.13,2252,4,5,6,8,0,5480,3610,2580,1700,0,5480,3610,2580,1700,0,1001160,1000560,1000200,1003600,0,False,False,False,False,False,1,1,1,9235,20,0,False,364,song_kaiki
xb1_spcsam,spcsam,7,False,Uchuu SAMURAI,,hiyama,8,0.0,0.0,,,,,2010-12-02,Wii3,XB1,1.0,0.0,2253,3,6,7,8,0,7910,6200,2900,1310,0,500,500,500,500,500,1001150,1001300,1002000,1002150,0,False,False,False,False,False,1,1,1,59857,0,0,False,1,song_xb1_spcsam
usouso,,7,False,Usousodoki,,Bona Inoue,8,0.0,0.0,,,,,2013-12-11,AC0 Momoiro,Nijiiro,1.0,-6.37,2254,4,5,7,8,0,5570,4020,2440,1530,0,5570,4020,2440,1530,0,1001430,1001960,1000620,1005910,0,False,False,False,False,False,1,1,1,73602,20,0,False,767,song_usouso
isan,,7,False,Wa Arudo Herite Iji - Jo,,Masako Ogami feat. Yako (Danchinomiya),8,0.0,0.0,,,,,2018-07-19,NS1,Nijiiro,1.0,-6.16,2255,3,5,7,8,0,9310,5000,2780,1710,0,9310,5000,2780,1710,0,1000460,1001500,1002160,1000310,0,False,False,False,False,False,1,1,1,3111,20,0,False,344,song_isan
ds2bs1,,7,False,Warera Muteki no Dokon Dan,Taiko no Tatsujin DS: Meccha!,Ryoichi Kaku / Yuji Masubuchi feat. Chiaki Takahashi,8,0.0,0.0,,,,,2008-04-24,DS2,iOS,1.0,-7.88,2256,3,4,5,8,0,8870,7460,3420,1830,0,8870,7460,3420,1820,0,1000140,1000180,1001600,1003300,0,False,False,False,False,False,1,1,1,23329,0,0,False,1546,song_ds2bs1
tkstad,,7,False,Welcome to the Taiko Stadium!,,Kokoro sagara × Daiki Ohara,8,0.0,0.0,,,,,2021-04-08,NS1,NS1,1.0,-7.13,2257,3,5,6,8,0,7400,3930,2130,1160,0,7410,3920,2130,1160,0,1000600,1002360,1001280,1006700,0,False,False,False,False,False,1,1,1,61809,0,0,False,1017,song_tkstad
whrose,exwhro,7,False,White Rose Insanity,,Tatsh a.k.a Xeami feat. Kyo,8,0.0,0.0,,,,,2011-07-14,PSPDX,Nijiiro,1.0,-9.04,2258,5,5,6,7,8,6700,4870,3230,2000,1510,6700,4870,3230,1990,1510,1001300,1000010,1001350,1003100,1006160,False,False,False,False,False,1,1,1,51382,20,0,False,788,song_whrose
niku2,,7,False,Xastur no Madousho,,YMY (Yukiko Yamamoto),8,0.0,0.0,,,,,2011-09-07,PSPDX,Nijiiro,1.0,-5.94,2259,3,5,6,8,0,7860,5640,2780,1790,0,7860,5640,2780,1790,0,1000020,1000680,1000620,1005200,0,False,False,False,False,False,1,1,1,13811,20,0,False,513,song_niku2
izanam,,7,False,Yomi no Izanami,,Hisui & GIW feat. Aya Mano and Takane Yabuki,8,0.0,0.0,,,,,2016-06-02,White,Nijiiro,1.0,-6.06,2260,4,6,7,8,0,4470,3000,1460,1140,0,4470,3000,1460,1140,0,1000540,1000600,1001000,1005940,0,False,False,False,False,False,1,1,1,59100,20,0,False,348,song_izanam
bunkas,,7,False,Yureru Pleats Jikkouiin,,Masako Ogami feat. Yako (Danchinomiya),8,0.0,0.0,,,,,2014-10-01,AC0 Kimidori,Nijiiro,1.0,-6.27,2261,4,6,7,8,0,7720,5290,3120,2060,0,7720,5290,3120,2060,0,1001280,1000820,1001080,1002540,0,False,False,False,False,False,1,1,1,41192,20,0,False,96,song_bunkas
mgwrt3,exmgw3,7,False,Zeihen ～transformation～,,Xun Hun-wei,8,0.0,0.0,,,,,2010-03-11,AC13,Nijiiro,1.0,-7.12,2262,3,5,6,7,8,7010,4440,2780,2110,1720,7010,4440,2780,2110,1720,1000620,1000760,1001860,1001210,1000880,False,False,False,False,False,1,1,1,42164,20,0,False,457,song_mgwrt3
sss,,7,False,super star shooter,,blue marble,8,0.0,0.0,,,,,2014-06-26,3DS2,Nijiiro,1.0,-7.1,2263,4,6,7,8,0,7820,3870,1970,1530,0,7820,3870,1970,1520,0,1001220,1000720,1003520,1006120,0,False,False,False,False,False,1,1,1,38129,20,0,False,658,song_sss
voidse,,7,False,void setup,,Yuji Masubuchi feat. Kaori Aihara ,8,0.0,0.0,,,,,2018-07-19,NS1,NS1,1.0,-6.53,2264,4,5,6,8,0,4960,2940,1880,1120,0,4960,2940,1880,1120,0,1000740,1000200,1002080,1001300,0,False,False,False,False,False,1,1,1,74926,0,0,False,1025,song_voidse
eigas,,7,False,Écran Le Blanc,,Miho Tsujibayashi,8,0.0,0.0,,,,,2018-07-19,NS1,NS1,1.0,-7.21,2265,4,5,6,8,0,6610,3920,2990,1970,0,6610,3930,2990,1970,0,1000510,1000000,1002050,1001560,0,False,False,False,False,False,1,1,1,5568,0,0,False,946,song_eigas
ogm10t,,7,False,3Q-4U-AC00,,Masako Ogami,7,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-8.01,2266,3,6,4,7,0,7190,4910,3590,1850,0,7190,4910,3590,1850,0,1000620,1001820,1001240,1002450,0,False,False,False,False,False,1,1,1,66804,20,0,False,525,song_ogm10t
indeni,,7,False,All Night de Indenai,,"Yoshihito Yano(BNSI) feat. Fussy, Funadi, and Ryo",7,0.0,0.0,,,,,2011-07-14,PSPDX,Nijiiro,1.0,-8.5,2267,3,4,6,7,0,7040,4300,3020,1780,0,7030,4300,3020,1780,0,1001340,1000400,1000340,1000600,0,False,False,False,False,False,1,1,1,59637,20,0,False,336,song_indeni
aloft,,7,False,Aloft in the wind,Donder! WC Recruitment da-don! (2021),Qutabire,7,0.0,0.0,,,,,2021-08-23,Nijiiro,Nijiiro,1.0,-5.56,2268,3,5,6,7,0,9450,5970,3480,2250,0,9450,5970,3480,2250,1000,1000650,1001220,1000500,1002650,0,False,False,False,False,False,1,1,1,63060,20,0,False,1,song_aloft
ika,,7,False,Atashi Ikasama Koi wa Ikasama,,Masako Ogami,7,0.0,0.0,,,,,2005-12-08,CS6,NS1,1.0,-4.46,2269,4,5,6,7,0,5600,3840,2370,1920,0,5600,3840,2370,1920,0,1000600,1001100,1001570,1000800,0,False,False,False,False,False,1,1,1,11921,0,0,False,961,song_ika
wiu1op,,7,False,Atsumare ☆ Taiko Matsuri!,Taiko no Tatsujin Wii U Version! ,Torine feat. Miki Narahashi,7,0.0,0.0,,,,,2013-11-21,WiiU1,WiiU1,1.0,-9.0,2270,4,5,6,7,0,8580,5750,3760,2400,0,8630,5790,3790,2410,0,1000600,1000550,1000360,1001600,0,False,False,False,False,False,1,1,1,11576,0,0,False,1346,song_wiu1op
sbnelc,,7,False,Bubbly☆Queen,,Hiromi Shibano,7,0.0,0.0,,,,,2010-07-01,DS3,NS1,1.0,-4.52,2271,5,6,6,7,0,5900,5210,2950,1970,0,5890,5200,2940,1970,0,1001600,1001800,1002150,1002250,0,False,False,False,False,False,1,1,1,1858,0,0,False,1008,song_sbnelc
20thei,,7,False,Byoudouin Hou-ou-Don vs Choju-gi-Katsu,Taiko de Time Travel Heian,Yuuya Kobayashi (IOSYS) feat. miko,7,0.0,0.0,,,,,2021-11-06,Nijiiro,NS1,1.0,-6.63,2272,3,5,6,7,0,5550,3050,2310,1780,0,5550,3050,2310,1780,0,1000450,1002100,1003090,1000500,0,False,False,False,False,False,1,1,1,67192,0,0,False,901,song_20thei
eoria,,7,False,Chiheisen no Aeolia,,Nozomi Iwase feat. Sariya-jin,7,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-6.58,2273,4,6,7,7,0,6380,4180,2340,1770,0,6390,4180,2340,1770,0,1000300,1000860,1003180,1002810,0,False,False,False,False,False,1,1,1,53431,20,0,False,204,song_eoria
dondo,,7,False,DON-chan ONDO,,Yuri Misumi,7,0.0,0.0,,,,,2001-08-06,AC2,NS2,0.71,-1.52,2274,2,3,6,7,0,8550,5960,2910,2120,0,8550,2980,2910,2120,0,1000350,1001280,1002240,1002240,0,False,False,False,False,False,1,1,1,36320,0,0,False,2034,song_dondo
ddkmon,,7,False,Dadakko Monster,,Mirai feat. Chata,7,0.0,0.0,,,,,2011-11-23,Wii4,Nijiiro,1.0,-8.23,2275,4,5,5,7,0,7860,4260,2680,1800,0,7860,4260,2670,1790,0,1000620,1000040,1003540,1005400,0,False,False,False,False,False,1,1,1,11979,20,0,False,162,song_ddkmon
den,,7,False,Densetsu no Matsuri,Taiko no Tatsujin PS2: Doka! to Oomori Nanadaime,Rumi,7,0.0,0.0,,,,,2006-12-07,CS7,Nijiiro,1.0,-7.74,2276,3,4,6,7,0,6140,4030,1950,1280,0,6140,4030,1950,1280,0,1000340,1000350,1004050,1000460,0,False,False,False,False,False,1,1,1,69302,20,0,False,172,song_den
dietft,,7,False,Diet Fighter,,Seagal feat. Miyako Hagiwara and Ayuka Watanabe,7,0.0,0.0,,,,,2016-06-16,3DS3,NSRPG2,1.0,-7.97,2277,3,4,7,7,0,6940,4680,2310,1680,0,6940,4680,2310,1680,0,1000120,1001960,1003000,1001080,0,False,False,False,False,False,1,1,1,79964,0,0,False,1066,song_dietft
wii5op,,7,False,Dokidoki☆Don-Chan Sawagi,Taiko no Tatsujin Wii: Chogouka-Ban ,Torine feat. Miki Narahashi,7,0.0,0.0,,,,,2012-11-29,Wii5,PS4,1.0,-6.44,2278,3,4,6,7,0,12070,8980,4650,3070,0,9900,6770,4040,2490,0,1000140,1000200,1001950,1000380,0,False,False,False,False,False,1,1,1,47664,20,0,False,893,song_wii5op
psp3op,,7,False,DokoDON MatsuRhythm,Taiko no Tatsujin PSP: Portable DX,Masako Ogami feat. Chiaki Takahashi ,7,0.0,0.0,,,,,2011-07-14,PSPDX,PSPDX,1.0,-8.76,2279,3,4,5,7,0,8570,6020,3360,1940,0,8570,6020,3360,1940,0,1001120,1000900,1000160,1000620,0,False,False,False,False,False,1,1,1,81360,0,0,False,1623,song_psp3op
bko1,,7,False,Don-Chan Sekai Ryokou,Taiko no Tatsujin PS2: Atsumare! Matsuri,Keiichi Okabe feat. Kenji Kai,7,0.0,0.0,,,,,2004-07-22,CS4,PS4,1.0,-4.12,2280,4,4,6,7,0,6460,4340,2100,1740,0,6460,4340,2100,1750,0,1000940,1002060,1001200,1003520,0,False,False,False,False,False,1,1,1,39013,20,0,False,840,song_bko1
ds3op,,7,False,Dororon Girl,Taiko no Tatsujin DS: Dororon! Youkai Dai Kessen!,Masako Ogami feat. Asami Shimoda,7,0.0,0.0,,,,,2010-07-01,DS3,RC,0.71,-7.46,2281,3,5,6,7,0,12070,7710,4020,2830,0,12070,7710,4010,2820,0,1000240,1000880,1001520,1003130,0,False,False,False,False,False,1,1,1,2377,0,0,False,1994,song_ds3op
flyagn,,7,False,Fly again!,,Yoshihito Yano feat. Takayoshi Tanimoto,7,0.0,0.0,,,,,2020-09-16,Nijiiro,Nijiiro,1.0,-6.68,2282,2,3,4,7,0,8680,6380,2960,1800,0,8680,6370,2960,1800,0,1000920,1001500,1000640,1001500,0,False,False,False,False,False,1,1,1,57174,20,0,False,217,song_flyagn
flyawy,,7,False,Fly away,,Yoshihito Yano feat. Takayoshi Tanimoto,7,0.0,0.0,,,,,2012-07-25,KATSU-DON,Nijiiro,1.0,-7.64,2283,4,5,5,7,0,5090,4110,2280,1730,0,5090,4100,2270,1730,0,1001750,1002110,1004360,1004670,0,False,False,False,False,False,1,1,1,39818,20,0,False,218,song_flyawy
germin,,7,False,GERMINATION,,Katsuro Tajima,7,0.0,0.0,,,,,2012-03-08,PSPDX,Nijiiro,1.0,-5.39,2284,5,6,7,7,0,5440,3420,1990,1620,0,5440,3420,1990,1620,0,1000620,1000320,1003390,1003920,0,False,False,False,False,False,1,1,1,1507,20,0,False,239,song_germin
hpp,,7,False,Happy & Peace,,Kakumi Nishigomi feat. Takayoshi Tanimoto,7,0.0,0.0,,,,,2005-08-04,CS5Ani,PSPDX,1.0,-10.51,2285,5,4,5,7,0,6610,5210,3260,2500,0,6610,5210,3260,2500,0,1000310,1001320,1000860,1003900,0,False,False,False,False,False,1,1,1,56841,0,0,False,1618,song_hpp
worldn,,7,False,"Hello, Worldooon!!",Donder! WC Recruitment da-don! (2021),Capchii feat. Kuroa*,7,0.0,0.0,,,,,2021-08-23,Nijiiro,Nijiiro,1.0,-4.89,2286,3,5,6,7,0,9550,5570,3030,2000,0,9550,5570,3030,2000,1000,1001000,1000860,1002610,1000400,0,False,False,False,False,False,1,1,1,33843,20,0,False,1,song_worldn
mrprof,,7,False,"Hey, Mister Professor",,Professor-S feat. P-Co,7,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-9.24,2287,3,4,6,7,0,6550,4420,2550,1760,0,6550,4420,2550,1760,0,1001500,1000000,1001600,1003620,0,False,False,False,False,False,1,1,1,53367,20,0,False,493,song_mrprof
excsab,,7,False,Hibike! Taiko No Tatsujin -Long Ver.-,Taiko no Tatsujin PS2: Tobikkiri! Anime Special,Ichiro Mizuki・Mitsuko Horie・Hironobu Kageyama,7,0.0,0.0,,,,,2005-08-04,PSP1,PS4,1.0,-6.82,2288,5,5,6,7,0,2780,2330,1310,1030,0,2780,2330,1310,1020,0,1002100,1003650,1004110,1009010,0,False,False,False,False,False,1,1,1,181878,20,0,False,854,song_excsab
nao,,7,False,Hu-un! Bachio Sensei,,Go Shiina feat. Maki Watanabe,7,0.0,0.0,,,,,2002-03-15,AC3,Nijiiro,1.0,-6.98,2289,3,5,6,7,0,7010,5400,3120,2100,0,7010,5400,3120,2100,0,1000120,1000000,1002100,1003500,0,False,False,False,False,False,1,1,1,75425,20,0,False,506,song_nao
milsam,,7,False,Itoshino Mirusama,,Mitsuhiro Kaneda feat. Haruko Aoki,7,0.0,0.0,,,,,2011-11-23,Wii4,NS1,1.0,-5.15,2290,3,4,5,7,0,6190,4070,2100,1610,0,6190,4060,2100,1600,0,1001400,1002040,1001600,1001530,0,False,False,False,False,False,1,1,1,16675,0,0,False,985,song_milsam
hold,,7,False,KONYA WA Hold Me,,Yoshihito Yano feat. Yurika Ochiai,7,0.0,0.0,,,,,2004-12-09,CS5,NS2,0.71,-3.19,2291,4,4,5,7,0,8030,5950,4300,3030,0,8040,5950,4300,3030,0,1000120,1001050,1000700,1001070,0,False,False,False,False,False,1,1,1,47982,0,0,False,2009,song_hold
kimit,,7,False,Kimi ni Touch!,Taiko no Tatsujin DS: Touch de Dokodon!,Oogami Masako,7,0.0,0.0,,,,,2007-07-26,DS1,RC,0.71,-9.91,2292,4,4,6,7,0,10480,10460,4130,2480,0,10480,10460,4130,2480,0,1000900,1000400,1001860,1001440,0,False,False,False,False,False,1,1,1,36478,0,0,False,1787,song_kimit
shugei,,7,False,Knitting High,,Masako Ogami feat. Origami Nitta,7,0.0,0.0,,,,,2012-11-29,Wii5,Wii5,1.0,-6.45,2293,4,4,6,7,0,7540,5530,2770,2120,0,7130,5340,2700,2060,0,1000280,1000700,1002470,1004160,0,False,False,False,False,False,1,1,1,3564,0,0,False,1502,song_shugei
shohos,,7,False,Koi no Shohousen,Music Recruitment da-don! (2011),bona,7,0.0,0.0,,,,,2012-09-27,PSPDX,Nijiiro,1.0,-7.23,2294,3,5,5,7,0,10220,6510,4340,2760,0,10220,6510,4340,2750,0,1000940,1000420,1000960,1002060,0,False,False,False,False,False,1,1,1,66435,20,0,False,626,song_shohos
59shin,,7,False,Kokushin Chronicle,,Drop feat. Yura Hatsuki,7,0.0,0.0,,,,,2015-07-09,PS Vita,Nijiiro,1.0,-6.99,2295,3,4,6,7,0,6750,4230,2380,1750,0,6750,4230,2380,1750,0,1000850,1000020,1003140,1002750,0,False,False,False,False,False,1,1,1,54299,20,0,False,27,song_59shin
wii2op,,7,False,La La La ☆ Happiness,Taiko no Tatsujin Wii: Dodon~! to Nidaime! ,Masako Ogami feat. Miki Narahashi and Akane Ueda,7,0.0,0.0,,,,,2009-11-19,Wii2,NS1,1.0,-6.04,2296,4,5,6,7,0,9460,5940,3230,2440,0,9460,5940,3230,2440,0,1001000,1000380,1001410,1001960,0,False,False,False,False,False,1,1,1,64982,0,0,False,1029,song_wii2op
maglit,,7,False,Magical Little Spaceship,,ELEKTEL,7,0.0,0.0,,,,,2011-07-14,PSPDX,PSPDX,1.0,-6.09,2297,4,4,5,7,0,8660,5510,2980,1900,0,8660,5510,2970,1890,0,1000500,1001410,1003300,1003300,0,False,False,False,False,False,1,1,1,66450,0,0,False,1619,song_maglit
zaba,,7,False,Mirai e no Kagi,,Hiroto Sasaki & Junko Ozawa feat. Miki Tsuchiya,7,0.0,0.0,,,,,2005-08-04,CS5Ani,Nijiiro,1.0,-6.19,2298,4,6,5,7,0,5540,4120,2950,2140,0,5540,4120,2950,2140,0,1000600,1000940,1002550,1002920,0,False,False,False,False,False,1,1,1,43469,20,0,False,828,song_zaba
wii4op,,7,False,Momoiro Taiko Paradise,Taiko no Tatsujin Wii: Kettei-Ban ,YMY (Yukiko Yamamoto) feat. Miki Narahashi and Minami Fujii,7,0.0,0.0,,,,,2011-11-23,Wii4,Wii4,1.0,-8.24,2299,3,5,6,7,0,9270,6690,3630,2270,0,8600,6210,3450,2230,0,1000390,1000120,1002720,1004070,0,False,False,False,False,False,1,1,1,37596,0,0,False,1518,song_wii4op
espera,,7,False,Negai Wa Esperanto,,Nozomi Iwase feat. Silver Forest,7,0.0,0.0,,,,,2017-03-15,Yellow,Nijiiro,1.0,-4.88,2300,4,6,6,7,0,5550,3420,2640,1960,0,5550,3420,2630,1960,0,1001500,1002040,1003320,1000820,0,False,False,False,False,False,1,1,1,50044,20,0,False,206,song_espera
tor,,7,False,Nesin Amatias,Saitama 2000 (Reversed),LindaAI-CUE feat. Yamada Fushigi,7,0.0,0.0,,,,,2019-04-01,Green,Nijiiro,1.0,-8.48,2301,5,6,6,7,0,3960,2730,2050,1750,0,3960,2730,2050,1740,0,1001720,1000880,1004550,1005500,0,False,False,False,False,False,1,1,1,129400,20,0,False,733,song_tor
nee,,7,False,Ne～e Oshiete,,Torine,7,0.0,0.0,,,,,2013-11-21,WiiU1,Nijiiro,1.0,-3.9,2302,4,5,6,7,0,7790,6510,3400,2460,0,7790,6510,3400,2460,0,1001020,1000330,1002300,1001940,0,False,False,False,False,False,1,1,1,49623,20,0,False,511,song_nee
xb1_ninjas,ninjas,7,False,Ninja wa Saikou,,Sho Ishihama feat. Yuri Misumi,7,0.0,0.0,,,,,2012-07-25,KATSU-DON,XB1,1.0,0.0,2303,3,4,5,7,0,6570,4530,2470,1650,0,500,500,500,500,500,1000870,1002170,1003040,1005400,0,False,False,False,False,False,1,1,1,60706,0,0,False,1,song_xb1_ninjas
latino,,7,False,Obsession Latino,,Hiromi Shibano,7,0.0,0.0,,,,,2009-11-19,Wii2,NS1,1.0,-5.26,2304,5,4,7,7,0,14380,9390,3020,2410,0,14380,9390,3020,2410,0,1000020,1000640,1002640,1000150,0,False,False,False,False,False,1,1,1,6678,0,0,False,971,song_latino
bugi,,7,False,Off♨Rock,,Yuri Misumi feat. Yukiko Watanabe,7,0.0,0.0,,,,,2001-02-21,AC1,Nijiiro,1.0,-7.75,2305,4,6,6,7,0,7640,5480,3230,1680,0,7640,5480,3230,1680,0,1000400,1000280,1001610,1000720,0,False,False,False,False,False,1,1,1,4559,20,0,False,95,song_bugi
butamn,,7,False,Omae Butamen!,,Machio Machiko (The Puh),7,0.0,0.0,,,,,2018-07-19,NS1,NS1,1.0,-7.47,2306,3,4,5,7,0,6320,4740,2930,2020,0,6320,4740,2930,2020,0,1000140,1000460,1001440,1000880,0,False,False,False,False,False,1,1,1,49743,0,0,False,917,song_butamn
quant,,7,False,Omoi o Te ni Negai o Komete,,Mirai feat. Kaori Aihara,7,0.0,0.0,,,,,2011-11-16,PS2,Nijiiro,1.0,-8.42,2307,4,5,5,7,0,6320,3970,2970,1720,0,6330,3970,2970,1720,0,1000140,1002100,1001210,1002620,0,False,False,False,False,False,1,1,1,33416,20,0,False,569,song_quant
xb1_phoeni,phoeni,7,False,Phoenix,,Hirai Katsuaki,7,0.0,0.0,,,,,2013-03-13,AC0 Sorairo,XB1,1.0,0.0,2308,4,5,6,7,0,6120,4130,2550,1780,0,500,500,500,500,500,1000940,1001500,1002200,1000400,0,False,False,False,False,False,1,1,1,46586,0,0,False,1,song_xb1_phoeni
ramen,,7,False,Ramen de Yo-Men!!,,"Yoshihito Yano(BNSI) feat. Fussy, Funadi, and Ryo",7,0.0,0.0,,,,,2012-11-29,Wii5,Nijiiro,1.0,-6.74,2309,4,4,5,7,0,6560,3920,2860,2050,0,6560,3910,2860,2040,0,1000260,1002160,1000020,1004350,0,False,False,False,False,False,1,1,1,10659,20,0,False,572,song_ramen
sora2x,,7,False,SORA-II Gliese 581,,Ryuichi Takada ,7,0.0,0.0,,,,,2009-11-19,Wii2,Nijiiro,1.0,-6.43,2310,3,3,7,7,0,11770,6820,2610,1770,0,11780,6810,2610,1770,0,1000180,1001400,1002020,1005090,0,False,False,False,False,False,1,1,1,73426,20,0,False,647,song_sora2x
xb1_rot,"rot,rot42",7,False,Saitama 2000,,LindaAI-CUE feat. Yamada Fushigi,7,0.0,0.0,,,,,2003-10-30,CS3,XB1,1.0,0.0,2311,5,7,7,7,0,3960,2730,2050,1750,0,500,500,500,500,500,1001720,1000880,1004550,1005500,0,False,False,False,False,False,1,1,1,73512,0,0,False,1,song_xb1_rot
idol2,,7,False,Scroll Mika,,Yuji Masubuchi feat. Mika Sato,7,0.0,0.0,,,,,2004-07-15,AC6,Nijiiro,1.0,-6.61,2312,4,6,7,7,0,4970,2420,1620,1310,0,4970,2420,1620,1310,0,1000570,1002880,1002760,1006150,0,False,False,False,False,False,1,1,1,21570,20,0,False,296,song_idol2
3d3op,,7,False,Sekai wa Itsudemo Mystery,Taiko no Tatsujin 3DS: Dokodon! Mystery Adventure ,Torine feat. Honoka Inoue,7,0.0,0.0,,,,,2016-06-16,3DS3,Nijiiro,1.0,-7.24,2313,4,4,5,7,0,8290,6240,3600,2710,0,8290,6240,3600,2700,0,1000900,1000260,1000000,1002150,0,False,False,False,False,False,1,1,1,75762,20,0,False,7,song_3d3op
